ID	Language_ID	Parameter_ID	Form	Value	Segments
mnc-899_hand-2	mnc	899_hand	isinampi	isinambi	i s i n a m p i
mnc-436_enemy-1	mnc	436_enemy	patʰa	bata	p a tʰ a
mnc-385_string-2	mnc	385_string	sid͡ʒin	sijin	s i dʒ i n
mnc-20_back-1	mnc	20_back	fisa	fisa	f i s a
mnc-80_chill-1	mnc	80_chill	ɤtun	edun	ɤ t u n
mnc-278_angle-1	mnc	278_angle	xɔʃɔ	hošo	x ɔ ʃ ɔ
mnc-116_twig-2	mnc	116_twig	karkan	gargan	k a r k a n
mnc-879_grab-2	mnc	879_grab	nampumpi	nambumbi	n a m p u m p i
mnc-668_fifty-1	mnc	668_fifty	susai	susai	s u s a i
mnc-250_help-1	mnc	250_help	aisilan	aisilan	a i s i l a n
mnc-588_instantly-2	mnc	588_instantly	antantɤ	andande	a n t a n t ɤ
mnc-704_boil-3	mnc	704_boil	fujɤmpi	fuyembi	f u j ɤ m p i
mnc-170_butterfly-1	mnc	170_butterfly	tɔntɔn	dondon	t ɔ n t ɔ n
mnc-559_bad-2	mnc	559_bad	ɤxɤliŋku	ehelinggu	ɤ x ɤ l i ŋ k u
mnc-536_deaf-2	mnc	536_deaf	maikʊ	maigū	m a i k ʊ
mnc-685_change-3	mnc	685_change	kʊwalijampi	gūwaliyambi	k ʊ w a l i j a m p i
mnc-315_shelf-1	mnc	315_shelf	sarxʊ	sarhū	s a r x ʊ
mnc-196_boy-1	mnc	196_boy	tʰuŋtz	tungdz	tʰ u ŋ t z
mnc-838_improve-1	mnc	838_improve	wɤmpi	wembi	w ɤ m p i
mnc-436_enemy-2	mnc	436_enemy	kʰimum patʰa	kimum bata	kʰ i m u m + p a tʰ a
mnc-625_still-1	mnc	625_still	kɤli	geli	k ɤ l i
mnc-153_eagle-1	mnc	153_eagle	tamin	damin	t a m i n
mnc-133_flock-1	mnc	133_flock	mukʰʊn	mukūn	m u kʰ ʊ n
mnc-650_how-2	mnc	650_how	ataramɤ	adarame	a t a r a m ɤ
mnc-425_price-1	mnc	425_price	xʊta	hūda	x ʊ t a
mnc-827_cover-1	mnc	827_cover	xuwɤd͡ʒɤmpi	huwejembi	x u w ɤ dʒ ɤ m p i
mnc-562_true-2	mnc	562_true	jaarkijan	yaargiyan	j a a r k i j a n
mnc-334_picture-1	mnc	334_picture	ʊrɤn	ūren	ʊ r ɤ n
mnc-85_current-1	mnc	85_current	ɤjɤn	eyen	ɤ j ɤ n
mnc-856_cutoff-1	mnc	856_cutoff	mɤilɤmpi	meilembi	m ɤ i l ɤ m p i
mnc-382_comb-1	mnc	382_comb	id͡ʒifun	ijifun	i dʒ i f u n
mnc-347_meal-1	mnc	347_meal	puta	buda	p u t a
mnc-400_well-1	mnc	400_well	ɤlmtʰɤ sain	elmte sain	ɤ l m tʰ ɤ + s a i n
mnc-386_leash-1	mnc	386_leash	sʊna	sūna	s ʊ n a
mnc-492_flat-1	mnc	492_flat	nɤsxun	neshun	n ɤ s x u n
mnc-301_slab-1	mnc	301_slab	untɤxɤn	undehen	u n t ɤ x ɤ n
mnc-578_other-2	mnc	578_other	d͡ʒat͡ʃin	jacin	dʒ a tʃ i n
mnc-1003_measure-1	mnc	1003_measure	kʰɤmnɤmpi	kemnembi	kʰ ɤ m n ɤ m p i
mnc-100_source-1	mnc	100_source	sɤkʰijɤn	sekiyen	s ɤ kʰ i j ɤ n
mnc-262_stroke-1	mnc	262_stroke	d͡ʒid͡ʒun	jijun	dʒ i dʒ u n
mnc-800_see-3	mnc	800_see	tʰuwaʃampi	tuwašambi	tʰ u w a ʃ a m p i
mnc-162_pike-1	mnc	162_pike	kɤɔʃɤn	geošen	k ɤ ɔ ʃ ɤ n
mnc-946_work-3	mnc	946_work	xʊsun japumpi	hūsun yabumbi	x ʊ s u n + j a p u m p i
mnc-603_often-3	mnc	603_often	ɤrin akʰʊ	erin akū	ɤ r i n + a kʰ ʊ
mnc-268_side-2	mnc	268_side	asxan	ashan	a s x a n
mnc-298_east-1	mnc	298_east	tɤrki	dergi	t ɤ r k i
mnc-886_receive-3	mnc	886_receive	alimɤ kaimpi	alime gaimbi	a l i m ɤ + k a i m p i
mnc-865_sharpen-2	mnc	865_sharpen	mɔsɤlampi	moselambi	m ɔ s ɤ l a m p i
mnc-494_hard-1	mnc	494_hard	jakʰ sɤmɤ	yak seme	j a kʰ + s ɤ m ɤ
mnc-68_smoke-1	mnc	68_smoke	ɔmimpi	omimbi	ɔ m i m p i
mnc-621_alittle-1	mnc	621_alittle	ad͡ʒikɤ ad͡ʒikɤ	ajige ajige	a dʒ i k ɤ + a dʒ i k ɤ
mnc-928_protect-3	mnc	928_protect	parkijatʰampi	bargiyatambi	p a r k i j a tʰ a m p i
mnc-795_beannoyed-2	mnc	795_beannoyed	pud͡ʒixilampi	bujihilambi	p u dʒ i x i l a m p i
mnc-458_spring-2	mnc	458_spring	ʃɤri	šeri	ʃ ɤ r i
mnc-779_come-1	mnc	779_come	d͡ʒimpi	jimbi	dʒ i m p i
mnc-337_pouch-3	mnc	337_pouch	fintʰaxa	fintaha	f i n tʰ a x a
mnc-723_roar-3	mnc	723_roar	mid͡ʒimpi	mijimbi	m i dʒ i m p i
mnc-760_rush-2	mnc	760_rush	amt͡ʃanampi	amcanambi	a m tʃ a n a m p i
mnc-406_town-1	mnc	406_town	xɤt͡ʃɤn	hecen	x ɤ tʃ ɤ n
mnc-753_budge-1	mnc	753_budge	arpuʃampi	arbušambi	a r p u ʃ a m p i
mnc-323_broom-2	mnc	323_broom	ʃutu ɤrikʰu	šudu eriku	ʃ u t u + ɤ r i kʰ u
mnc-414_church-1	mnc	414_church	tʰijan d͡ʒu tʰaŋ mijɔɔ	tiyan ju tang miyoo	tʰ i j a n + dʒ u + tʰ a ŋ + m i j ɔ ɔ
mnc-919_meet-3	mnc	919_meet	tɤrɤ at͡ʃampi	dere acambi	t ɤ r ɤ + a tʃ a m p i
mnc-511_empty-2	mnc	511_empty	ɤpɤtʰuxun xɔlɔ	ebetuhun holo	ɤ p ɤ tʰ u x u n + x ɔ l ɔ
mnc-294_step-1	mnc	294_step	fɤxʊn	fehūn	f ɤ x ʊ n
mnc-542_pretty-1	mnc	542_pretty	jɤpt͡ʃʊŋkɤ	yebcūngge	j ɤ p tʃ ʊ ŋ k ɤ
mnc-596_once-1	mnc	596_once	ɤmkʰɤt͡ʃi	emkeci	ɤ m kʰ ɤ tʃ i
mnc-505_cool-1	mnc	505_cool	sɤrukʰɤn	seruken	s ɤ r u kʰ ɤ n
mnc-911_instruct-1	mnc	911_instruct	tʰat͡ʃipumpi	tacibumbi	tʰ a tʃ i p u m p i
mnc-680_hang-2	mnc	680_hang	suxarampi	suharambi	s u x a r a m p i
mnc-456_month-1	mnc	456_month	pija	biya	p i j a
mnc-445_misfortune-2	mnc	445_misfortune	suilat͡ʃun	suilacun	s u i l a tʃ u n
mnc-290_ski-1	mnc	290_ski	suntʰaxa	suntaha	s u n tʰ a x a
mnc-721_ring-1	mnc	721_ring	t͡ʃarkʰimpi	carkimbi	tʃ a r kʰ i m p i
mnc-969_wash-2	mnc	969_wash	ʃɔrkimpi	šorgimbi	ʃ ɔ r k i m p i
mnc-645_they-1	mnc	645_they	t͡ʃɤ	ce	tʃ ɤ
mnc-687_set-2	mnc	687_set	tʰɤxɤmpi	tehembi	tʰ ɤ x ɤ m p i
mnc-73_weather-1	mnc	73_weather	apkʰa	abka	a p kʰ a
mnc-843_spin-2	mnc	843_spin	xʊrkimpi	hūrgimbi	x ʊ r k i m p i
mnc-27_elbow-1	mnc	27_elbow	majan	mayan	m a j a n
mnc-84_thunder-1	mnc	84_thunder	akʰd͡ʒan	akjan	a kʰ dʒ a n
mnc-220_memory-2	mnc	220_memory	fɤxi	fehi	f ɤ x i
mnc-203_mother-2	mnc	203_mother	ɤnijɤ	eniye	ɤ n i j ɤ
mnc-437_violence-1	mnc	437_violence	ɤtʰɤn	eten	ɤ tʰ ɤ n
mnc-333_lock-1	mnc	333_lock	d͡ʒilkʰin	jilkin	dʒ i l kʰ i n
mnc-631_behind-3	mnc	631_behind	sitʰasxʊn	sitashūn	s i tʰ a s x ʊ n
mnc-744_relax-1	mnc	744_relax	tʰɤjɤmpi	teyembi	tʰ ɤ j ɤ m p i
mnc-701_thaw-3	mnc	701_thaw	sɤmɤmpi	semembi	s ɤ m ɤ m p i
mnc-543_evil-2	mnc	543_evil	apuri	aburi	a p u r i
mnc-887_take-2	mnc	887_take	kamampi	gamambi	k a m a m p i
mnc-105_land-2	mnc	105_land	na	na	n a
mnc-859_break-2	mnc	859_break	t͡ʃɔkʰ t͡ʃakʰ sɤmpi	cok cak sembi	tʃ ɔ kʰ + tʃ a kʰ + s ɤ m p i
mnc-365_cloth-2	mnc	365_cloth	mutʰɤn	muten	m u tʰ ɤ n
mnc-955_feed-1	mnc	955_feed	ulɤpumpi	ulebumbi	u l ɤ p u m p i
mnc-307_house-1	mnc	307_house	pɔɔ	boo	p ɔ ɔ
mnc-746_beill-1	mnc	746_beill	nimɤmpi	nimembi	n i m ɤ m p i
mnc-990_call-2	mnc	990_call	ɤsuŋkijɤmpi	esunggiyembi	ɤ s u ŋ k i j ɤ m p i
mnc-1002_forget-2	mnc	1002_forget	ɔŋkɔmpi	onggombi	ɔ ŋ k ɔ m p i
mnc-381_ribbon-1	mnc	381_ribbon	uʃɤ	uše	u ʃ ɤ
mnc-209_aunt-1	mnc	209_aunt	tɤxɤmɤ	deheme	t ɤ x ɤ m ɤ
mnc-306_pipe-1	mnc	306_pipe	sixan	sihan	s i x a n
mnc-834_make-2	mnc	834_make	arampi	arambi	a r a m p i
mnc-1003_measure-2	mnc	1003_measure	mijalimpi	miyalimbi	m i j a l i m p i
mnc-872_wrap-1	mnc	872_wrap	xʊsimpi	hūsimbi	x ʊ s i m p i
mnc-40_skin-1	mnc	40_skin	sukʰʊ	sukū	s u kʰ ʊ
mnc-865_sharpen-1	mnc	865_sharpen	xud͡ʒurɤmpi	hujurembi	x u dʒ u r ɤ m p i
mnc-6_tongue-1	mnc	6_tongue	ilɤŋku	ilenggu	i l ɤ ŋ k u
mnc-102_river-2	mnc	102_river	kijaŋ	giyang	k i j a ŋ
mnc-830_pickup-2	mnc	830_pickup	tʰɔmsɔmpi	tomsombi	tʰ ɔ m s ɔ m p i
mnc-4_mouth-1	mnc	4_mouth	aŋka	angga	a ŋ k a
mnc-96_mountain-1	mnc	96_mountain	alin	alin	a l i n
mnc-788_prepare-3	mnc	788_prepare	funfulampi	funfulambi	f u n f u l a m p i
mnc-844_turnover-2	mnc	844_turnover	mutakʰijampi	mudakiyambi	m u t a kʰ i j a m p i
mnc-717_shine-1	mnc	717_shine	kɤpkʰɤld͡ʒɤmpi	gebkeljembi	k ɤ p kʰ ɤ l dʒ ɤ m p i
mnc-757_walk-3	mnc	757_walk	t͡ʃat͡ʃixijampi	cacihiyambi	tʃ a tʃ i x i j a m p i
mnc-186_gold-1	mnc	186_gold	aisin	aisin	a i s i n
mnc-279_pattern-1	mnc	279_pattern	alxʊtan	alhūdan	a l x ʊ t a n
mnc-627_already-1	mnc	627_already	aifini	aifini	a i f i n i
mnc-401_pasture-2	mnc	401_pasture	fɔtɔxɔ	fodoho	f ɔ t ɔ x ɔ
mnc-207_sister-2	mnc	207_sister	kɤkɤ	gege	k ɤ k ɤ
mnc-887_take-1	mnc	887_take	ɔmimpi	omimbi	ɔ m i m p i
mnc-136_horse-1	mnc	136_horse	mɔrin	morin	m ɔ r i n
mnc-308_home-1	mnc	308_home	susu	susu	s u s u
mnc-691_stream-2	mnc	691_stream	fʊlxampi	fūlhambi	f ʊ l x a m p i
mnc-410_newspaper-1	mnc	410_newspaper	pɔɔlan xɔɔʃan	boolan hoošan	p ɔ ɔ l a n + x ɔ ɔ ʃ a n
mnc-558_good-1	mnc	558_good	sain	sain	s a i n
mnc-909_guide-2	mnc	909_guide	kʰutʰulɤmpi	kutulembi	kʰ u tʰ u l ɤ m p i
mnc-629_invain-1	mnc	629_invain	untʰuxuri	untuhuri	u n tʰ u x u r i
mnc-912_bringup-3	mnc	912_bringup	xʊwaʃampi	hūwašambi	x ʊ w a ʃ a m p i
mnc-909_guide-1	mnc	909_guide	jarumpi	yarumbi	j a r u m p i
mnc-1015_rule-1	mnc	1015_rule	kʰatalampi	kadalambi	kʰ a t a l a m p i
mnc-793_weepcry-1	mnc	793_weepcry	sɔŋkɔmpi	songgombi	s ɔ ŋ k ɔ m p i
mnc-606_here-1	mnc	606_here	upatɤ	ubade	u p a t ɤ
mnc-30_finger-1	mnc	30_finger	simxun	simhun	s i m x u n
mnc-575_far-1	mnc	575_far	tujɤn	duyen	t u j ɤ n
mnc-460_autumn-1	mnc	460_autumn	pɔlɔri	bolori	p ɔ l ɔ r i
mnc-641_thou-1	mnc	641_thou	si	si	s i
mnc-619_everywhere-3	mnc	619_everywhere	akʰʊnamɤ	akūname	a kʰ ʊ n a m ɤ
mnc-927_guard-2	mnc	927_guard	tʰuwaʃampi	tuwašambi	tʰ u w a ʃ a m p i
mnc-995_notice-1	mnc	995_notice	parkʰijampi	barkiyambi	p a r kʰ i j a m p i
mnc-768_swim-2	mnc	768_swim	ɤpiʃɤmpi	ebišembi	ɤ p i ʃ ɤ m p i
mnc-104_coast-1	mnc	104_coast	talin	dalin	t a l i n
mnc-103_shore-2	mnc	103_shore	d͡ʒɤt͡ʃɤn talin	jecen dalin	dʒ ɤ tʃ ɤ n + t a l i n
mnc-918_visit-1	mnc	918_visit	at͡ʃampi	acambi	a tʃ a m p i
mnc-411_life-1	mnc	411_life	ɤrkɤn	ergen	ɤ r k ɤ n
mnc-960_cook-1	mnc	960_cook	puta arampi	buda arambi	p u t a + a r a m p i
mnc-688_shine-1	mnc	688_shine	fɔsɔmpi	fosombi	f ɔ s ɔ m p i
mnc-914_urge-1	mnc	914_urge	anampi	anambi	a n a m p i
mnc-417_worker-1	mnc	417_worker	xʊsun	hūsun	x ʊ s u n
mnc-344_cup-1	mnc	344_cup	xʊntʰaxan	hūntahan	x ʊ n tʰ a x a n
mnc-88_dirt-1	mnc	88_dirt	pɤrtʰɤn	berten	p ɤ r tʰ ɤ n
mnc-809_show-1	mnc	809_show	tʰuwapumpi	tuwabumbi	tʰ u w a p u m p i
mnc-847_lift-3	mnc	847_lift	tʰukʰijɤmpi	tukiyembi	tʰ u kʰ i j ɤ m p i
mnc-932_win-1	mnc	932_win	ɤtʰɤmpi	etembi	ɤ tʰ ɤ m p i
mnc-522_bright-3	mnc	522_bright	ilɤtʰuŋkɤ	iletungge	i l ɤ tʰ u ŋ k ɤ
mnc-815_start-1	mnc	815_start	tɤkʰtɤld͡ʒɤmpi	dekdeljembi	t ɤ kʰ t ɤ l dʒ ɤ m p i
mnc-1_eye-1	mnc	1_eye	jasa	yasa	j a s a
mnc-558_good-2	mnc	558_good	saintʰu	saintu	s a i n tʰ u
mnc-1009_write-2	mnc	1009_write	d͡ʒid͡ʒumpi	jijumbi	dʒ i dʒ u m p i
mnc-623_very-2	mnc	623_very	ampula	ambula	a m p u l a
mnc-915_let-1	mnc	915_let	ald͡ʒampi	aljambi	a l dʒ a m p i
mnc-642_he-2	mnc	642_he	tʰɤrɤ	tere	tʰ ɤ r ɤ
mnc-345_pot-1	mnc	345_pot	fuifukʰʊ	fuifukū	f u i f u kʰ ʊ
mnc-635_between-2	mnc	635_between	sitɤn tɤ	siden de	s i t ɤ n + t ɤ
mnc-352_mush-1	mnc	352_mush	lala	lala	l a l a
mnc-470_september-1	mnc	470_september	ujun pija	uyun biya	u j u n + p i j a
mnc-165_spider-1	mnc	165_spider	xɤlmɤkʰu	helmeku	x ɤ l m ɤ kʰ u
mnc-230_name-1	mnc	230_name	kɤpu	gebu	k ɤ p u
mnc-429_world-1	mnc	429_world	d͡ʒalan	jalan	dʒ a l a n
mnc-202_father-1	mnc	202_father	ama	ama	a m a
mnc-140_cat-1	mnc	140_cat	ud͡ʒirxi	ujirhi	u dʒ i r x i
mnc-424_shop-2	mnc	424_shop	pʰusɤli	puseli	pʰ u s ɤ l i
mnc-592_tomorrow-1	mnc	592_tomorrow	t͡ʃimari	cimari	tʃ i m a r i
mnc-385_string-1	mnc	385_string	futʰa	futa	f u tʰ a
mnc-515_dirty-1	mnc	515_dirty	xat͡ʃukʰa	hacuka	x a tʃ u kʰ a
mnc-42_vein-2	mnc	42_vein	d͡ʒun	jun	dʒ u n
mnc-848_seize-2	mnc	848_seize	tʰapt͡ʃilampi	tabcilambi	tʰ a p tʃ i l a m p i
mnc-935_kick-3	mnc	935_kick	fijɔkʰɔt͡ʃɔmpi	fiyokocombi	f i j ɔ kʰ ɔ tʃ ɔ m p i
mnc-834_make-3	mnc	834_make	tʰɤpumpi	tebumbi	tʰ ɤ p u m p i
mnc-780_arrive-2	mnc	780_arrive	isinampi	isinambi	i s i n a m p i
mnc-888_choose-1	mnc	888_choose	sɔnd͡ʒɔnpi	sonjonbi	s ɔ n dʒ ɔ n p i
mnc-432_king-1	mnc	432_king	kurun i ɤd͡ʒɤn	gurun i ejen	k u r u n + i + ɤ dʒ ɤ n
mnc-811_becold-1	mnc	811_becold	pɤjɤmpi	beyembi	p ɤ j ɤ m p i
mnc-394_illness-1	mnc	394_illness	nimɤkʰu	nimeku	n i m ɤ kʰ u
mnc-766_seesaw-1	mnc	766_seesaw	tɤmnijɤt͡ʃɤmpi	demniyecembi	t ɤ m n i j ɤ tʃ ɤ m p i
mnc-488_thick-2	mnc	488_thick	tʰumin	tumin	tʰ u m i n
mnc-518_delicious-1	mnc	518_delicious	amtʰaŋka	amtangga	a m tʰ a ŋ k a
mnc-164_worm-1	mnc	164_worm	umijaxa	umiyaha	u m i j a x a
mnc-805_taste-2	mnc	805_taste	amtʰalampi	amtalambi	a m tʰ a l a m p i
mnc-969_wash-1	mnc	969_wash	ɔpɔmpi	obombi	ɔ p ɔ m p i
mnc-130_nest-1	mnc	130_nest	fɤjɤ	feye	f ɤ j ɤ
mnc-960_cook-2	mnc	960_cook	pud͡ʒumpi	bujumbi	p u dʒ u m p i
mnc-17_neck-2	mnc	17_neck	mɔŋkɔn	monggon	m ɔ ŋ k ɔ n
mnc-833_drop-1	mnc	833_drop	tʰuxɤpumpi	tuhebumbi	tʰ u x ɤ p u m p i
mnc-651_why-2	mnc	651_why	ai tʰurkun	ai turgun	a i + tʰ u r k u n
mnc-270_item-1	mnc	270_item	xat͡ʃin	hacin	x a tʃ i n
mnc-811_becold-2	mnc	811_becold	pɤikʰuwɤrɤmpi	beikuwerembi	p ɤ i kʰ u w ɤ r ɤ m p i
mnc-980_decorate-3	mnc	980_decorate	mijamiʃampi	miyamišambi	m i j a m i ʃ a m p i
mnc-710_appear-1	mnc	710_appear	at͡ʃapumpi	acabumbi	a tʃ a p u m p i
mnc-498_sharp-1	mnc	498_sharp	xatʰan	hatan	x a tʰ a n
mnc-549_skilful-2	mnc	549_skilful	kapsixijan	gabsihiyan	k a p s i x i j a n
mnc-126_claw-1	mnc	126_claw	ɔʃɔxɔ	ošoho	ɔ ʃ ɔ x ɔ
mnc-421_teacher-1	mnc	421_teacher	sɤfu	sefu	s ɤ f u
mnc-493_smooth-1	mnc	493_smooth	nilukʰan	nilukan	n i l u kʰ a n
mnc-171_berry-1	mnc	171_berry	uluri	uluri	u l u r i
mnc-570_familiar-1	mnc	570_familiar	kɤpuŋkɤ	gebungge	k ɤ p u ŋ k ɤ
mnc-312_chair-3	mnc	312_chair	nikʰɤkʰu mulan	nikeku mulan	n i kʰ ɤ kʰ u + m u l a n
mnc-680_hang-1	mnc	680_hang	faʃimpi	fašimbi	f a ʃ i m p i
mnc-917_unite-1	mnc	917_unite	uxɤlɤmpi	uhelembi	u x ɤ l ɤ m p i
mnc-781_comeback-1	mnc	781_comeback	marimpi	marimbi	m a r i m p i
mnc-683_begin-1	mnc	683_begin	tɤrimpi	derimbi	t ɤ r i m p i
mnc-1016_endure-1	mnc	1016_endure	alimpi	alimbi	a l i m p i
mnc-239_sound-1	mnc	239_sound	mutan	mudan	m u t a n
mnc-173_mushroom-2	mnc	173_mushroom	sɤnt͡ʃɤ	sence	s ɤ n tʃ ɤ
mnc-223_reason-1	mnc	223_reason	kijan	giyan	k i j a n
mnc-905_rock-1	mnc	905_rock	kʰɤmnɤmpi	kemnembi	kʰ ɤ m n ɤ m p i
mnc-205_daughter-1	mnc	205_daughter	sarkan d͡ʒui	sargan jui	s a r k a n + dʒ u i
mnc-941_conceal-1	mnc	941_conceal	sɔmimpi	somimbi	s ɔ m i m p i
mnc-573_different-1	mnc	573_different	ɤnt͡ʃu	encu	ɤ n tʃ u
mnc-347_meal-3	mnc	347_meal	d͡ʒɤmɤŋkɤ	jemengge	dʒ ɤ m ɤ ŋ k ɤ
mnc-23_bosom-1	mnc	23_bosom	tʰuŋkɤn	tunggen	tʰ u ŋ k ɤ n
mnc-563_old-1	mnc	563_old	fɤ	fe	f ɤ
mnc-819_turnout-1	mnc	819_turnout	mutʰɤmpi	mutembi	m u tʰ ɤ m p i
mnc-800_see-1	mnc	800_see	ʃampi	šambi	ʃ a m p i
mnc-2_ear-1	mnc	2_ear	ʃan	šan	ʃ a n
mnc-216_wish-1	mnc	216_wish	fɔrɔpun	forobun	f ɔ r ɔ p u n
mnc-630_infrontof-1	mnc	630_infrontof	d͡ʒakʰatɤ	jakade	dʒ a kʰ a t ɤ
mnc-89_lake-2	mnc	89_lake	tʰɤŋkin	tenggin	tʰ ɤ ŋ k i n
mnc-266_space-2	mnc	266_space	sitɤn	siden	s i t ɤ n
mnc-998_understand-3	mnc	998_understand	parkʰijampi	barkiyambi	p a r kʰ i j a m p i
mnc-877_throw-3	mnc	877_throw	xuŋkʰɤrɤmpi	hungkerembi	x u ŋ kʰ ɤ r ɤ m p i
mnc-806_smell-1	mnc	806_smell	waŋkʰijampi	wangkiyambi	w a ŋ kʰ i j a m p i
mnc-1016_endure-2	mnc	1016_endure	taruɔpi	daruobi	t a r u ɔ p i
mnc-90_swamp-2	mnc	90_swamp	lifakʰʊ	lifakū	l i f a kʰ ʊ
mnc-929_defend-1	mnc	929_defend	xarʃampi	haršambi	x a r ʃ a m p i
mnc-946_work-2	mnc	946_work	wɤilɤmpi	weilembi	w ɤ i l ɤ m p i
mnc-826_connect-1	mnc	826_connect	xɔlpɔmpi	holbombi	x ɔ l p ɔ m p i
mnc-189_glass-2	mnc	189_glass	pɔlɔsu	bolosu	p ɔ l ɔ s u
mnc-219_thought-1	mnc	219_thought	kʊnikan	gūnigan	k ʊ n i k a n
mnc-940_bother-1	mnc	940_bother	nuŋnɤmpi	nungnembi	n u ŋ n ɤ m p i
mnc-738_swallow-1	mnc	738_swallow	nuŋkɤmpi	nunggembi	n u ŋ k ɤ m p i
mnc-832_lose-2	mnc	832_lose	ufarampi	ufarambi	u f a r a m p i
mnc-466_may-1	mnc	466_may	sund͡ʒa pija	sunja biya	s u n dʒ a + p i j a
mnc-706_decay-1	mnc	706_decay	iptʰɤnɤmpi	ibtenembi	i p tʰ ɤ n ɤ m p i
mnc-182_track-1	mnc	182_track	sɔŋkʰɔ	songko	s ɔ ŋ kʰ ɔ
mnc-181_noose-1	mnc	181_noose	sɤŋkʰɤn	sengken	s ɤ ŋ kʰ ɤ n
mnc-326_fork-3	mnc	326_fork	fasilan	fasilan	f a s i l a n
mnc-840_dig-1	mnc	840_dig	fɤtʰɤmpi	fetembi	f ɤ tʰ ɤ m p i
mnc-280_size-1	mnc	280_size	urkɤn	urgen	u r k ɤ n
mnc-779_come-2	mnc	779_come	paxampi	bahambi	p a x a m p i
mnc-906_cover-1	mnc	906_cover	ad͡ʒirkalampi	ajirgalambi	a dʒ i r k a l a m p i
mnc-562_true-1	mnc	562_true	mud͡ʒaŋka	mujangga	m u dʒ a ŋ k a
mnc-277_hole-3	mnc	277_hole	saŋka	sangga	s a ŋ k a
mnc-446_fault-2	mnc	446_fault	d͡ʒakʰa	jaka	dʒ a kʰ a
mnc-643_we-2	mnc	643_we	musɤ	muse	m u s ɤ
mnc-534_precious-1	mnc	534_precious	ud͡ʒɤn	ujen	u dʒ ɤ n
mnc-172_apple-1	mnc	172_apple	pʰiŋ kˈɔ	ping g'o	pʰ i ŋ + k ɔ
mnc-28_hand-1	mnc	28_hand	kala	gala	k a l a
mnc-303_pole-1	mnc	303_pole	mɔɔ	moo	m ɔ ɔ
mnc-652_howmuch-1	mnc	652_howmuch	utu	udu	u t u
mnc-983_talk-1	mnc	983_talk	kisurɤmpi	gisurembi	k i s u r ɤ m p i
mnc-422_money-1	mnc	422_money	d͡ʒixa	jiha	dʒ i x a
mnc-109_flower-1	mnc	109_flower	ilxa	ilha	i l x a
mnc-247_gift-2	mnc	247_gift	tɔrɔi d͡ʒakʰa	doroi jaka	t ɔ r ɔ i + dʒ a kʰ a
mnc-227_story-1	mnc	227_story	d͡ʒupɤn	juben	dʒ u p ɤ n
mnc-413_grave-2	mnc	413_grave	tʰɔmɔn	tomon	tʰ ɔ m ɔ n
mnc-324_spade-1	mnc	324_spade	t͡ʃɔɔ	coo	tʃ ɔ ɔ
mnc-841_bow-3	mnc	841_bow	pukʰtalampi	bukdalambi	p u kʰ t a l a m p i
mnc-307_house-3	mnc	307_house	kurun	gurun	k u r u n
mnc-619_everywhere-1	mnc	619_everywhere	pa pa	ba ba	p a + p a
mnc-729_whistle-1	mnc	729_whistle	fulkijɤkʰu	fulgiyeku	f u l k i j ɤ kʰ u
mnc-1016_endure-3	mnc	1016_endure	kɔitampi	goidambi	k ɔ i t a m p i
mnc-83_rainbow-1	mnc	83_rainbow	ɲɔrɔn	nioron	ɲ ɔ r ɔ n
mnc-844_turnover-3	mnc	844_turnover	tʰɔrxɔmpi	torhombi	tʰ ɔ r x ɔ m p i
mnc-986_request-3	mnc	986_request	fɔnd͡ʒintumpi	fonjindumbi	f ɔ n dʒ i n t u m p i
mnc-163_snake-1	mnc	163_snake	mɤixɤ	meihe	m ɤ i x ɤ
mnc-312_chair-2	mnc	312_chair	pantan	bandan	p a n t a n
mnc-722_tinkle-1	mnc	722_tinkle	t͡ʃarkʰimpi	carkimbi	tʃ a r kʰ i m p i
mnc-440_arrow-1	mnc	440_arrow	niru	niru	n i r u
mnc-719_benoisy-1	mnc	719_benoisy	t͡ʃurkimpi	curgimbi	tʃ u r k i m p i
mnc-789_love-1	mnc	789_love	kɔsimpi	gosimbi	k ɔ s i m p i
mnc-225_talk-1	mnc	225_talk	kisurɤn	gisuren	k i s u r ɤ n
mnc-197_girl-1	mnc	197_girl	nijaŋ	niyang	n i j a ŋ
mnc-1004_count-1	mnc	1004_count	tʰɔlɔmpi	tolombi	tʰ ɔ l ɔ m p i
mnc-866_cut-1	mnc	866_cut	faitʰampi	faitambi	f a i tʰ a m p i
mnc-747_ache-3	mnc	747_ache	ninɤmpi	ninembi	n i n ɤ m p i
mnc-454_night-2	mnc	454_night	tɔpɔri	dobori	t ɔ p ɔ r i
mnc-953_drive-1	mnc	953_drive	paʃampi	bašambi	p a ʃ a m p i
mnc-700_freeze-2	mnc	700_freeze	pɤjɤmpi	beyembi	p ɤ j ɤ m p i
mnc-179_pit-1	mnc	179_pit	jɤru	yeru	j ɤ r u
mnc-879_grab-1	mnc	879_grab	d͡ʒafampi	jafambi	dʒ a f a m p i
mnc-759_takeawalk-1	mnc	759_takeawalk	fɤlijɤmɤ tʰapumpi	feliyeme tabumbi	f ɤ l i j ɤ m ɤ + tʰ a p u m p i
mnc-517_ripe-1	mnc	517_ripe	urɤmpi	urembi	u r ɤ m p i
mnc-934_beat-2	mnc	934_beat	faŋkʰampi	fangkambi	f a ŋ kʰ a m p i
mnc-188_coal-1	mnc	188_coal	jaxa	yaha	j a x a
